ticket_id,created_at,category,priority,channel,customer_tier,first_response_minutes,resolution_minutes,status,escalated,refund_requested,refund_amount,csat_score
TCK-10747,2026-04-04T15:52:00,Returns,Low,Phone,Free,51.57,336.00,Closed,False,False,,
TCK-10748,2026-01-10T09:57:00,Billing,Low,Email,Pro,27.47,77.00,Closed,False,False,,4.00
TCK-10749,2025-08-21T17:47:00,Account,High,Phone,Free,47.91,224.57,Resolved,False,False,,
TCK-10750,2026-07-25T15:08:00,Returns,Normal,Web,Enterprise,63.40,327.38,Resolved,True,False,,
TCK-10751,2026-06-17T14:31:00,Returns,Normal,Web,Pro,86.56,421.51,Resolved,False,True,40.15,4.00
TCK-10752,2026-07-15T18:19:00,Technical,Normal,Chat,Enterprise,58.83,326.63,Resolved,False,False,,5.00
TCK-10753,2026-07-07T10:50:00,Technical,Low,Chat,Pro,70.84,385.61,Resolved,False,False,,4.00
TCK-10754,2026-04-06T14:01:00,Billing,Normal,Email,Free,103.18,577.67,Resolved,False,False,,4.00
TCK-10755,2025-09-18T14:49:00,Account,Normal,Email,Free,28.70,183.14,Closed,False,False,,
TCK-10756,2025-08-18T19:53:00,Account,Normal,Email,Free,34.97,311.95,Resolved,False,False,,5.00
TCK-10757,2026-03-30T18:49:00,Technical,High,Web,Enterprise,24.78,409.14,Resolved,False,False,,4.00
TCK-10758,2025-09-21T13:38:00,Shipping,Normal,Chat,Free,73.56,237.37,Resolved,False,False,,3.00
TCK-10759,2026-03-23T11:10:00,Billing,High,Web,Pro,50.68,210.09,Resolved,False,False,,5.00
TCK-10760,2026-03-24T17:23:00,Billing,High,Chat,Pro,96.02,476.49,Resolved,False,True,112.85,4.00
TCK-10761,2026-07-12T17:36:00,Returns,Low,Email,Pro,107.97,498.13,Closed,False,False,,4.00
TCK-10762,2026-01-23T16:00:00,Shipping,High,Phone,Free,42.43,319.37,Pending,False,False,,3.00
TCK-10763,2026-07-28T11:09:00,Billing,Normal,Phone,Free,31.39,192.79,Closed,False,False,,4.00
TCK-10764,2025-11-07T10:58:00,Other,Urgent,Chat,Enterprise,157.30,721.76,Open,False,False,,4.00
TCK-10765,2026-02-20T13:06:00,Technical,Low,Web,Free,57.15,322.59,Closed,False,False,,3.00
TCK-10766,2026-05-19T15:20:00,Billing,High,Email,Pro,,582.25,Open,False,True,363.47,3.00
TCK-10767,2025-12-29T15:14:00,Technical,Normal,Web,Free,79.73,406.48,Resolved,False,False,,4.00
TCK-10768,2026-07-27T15:03:00,Technical,Low,Email,Free,43.20,372.01,Closed,False,False,,4.00
TCK-10769,2025-09-20T19:04:00,Billing,High,Chat,Free,73.97,494.32,Closed,False,False,,4.00
TCK-10770,2025-09-17T10:42:00,Returns,Normal,Chat,Pro,,270.79,Resolved,False,False,,4.00
TCK-10771,2026-05-11T18:43:00,Billing,Normal,Chat,Pro,39.28,401.69,Pending,False,False,,5.00
TCK-10772,2025-08-01T19:41:00,Billing,Urgent,Phone,Pro,128.05,589.81,Pending,False,False,,5.00
TCK-10773,2026-06-21T16:24:00,Shipping,Normal,Phone,Pro,32.50,222.72,Closed,False,False,,4.00
TCK-10774,2025-11-22T09:22:00,Shipping,High,Chat,Pro,44.88,335.43,Pending,False,False,,5.00
TCK-10775,2026-05-06T09:55:00,Billing,Normal,Chat,Enterprise,15.34,146.97,Closed,False,False,,5.00
TCK-10776,2026-04-12T19:56:00,Account,Urgent,Chat,Free,35.01,209.80,Closed,True,False,,5.00
TCK-10777,2026-01-05T07:04:00,Billing,Normal,Chat,Free,49.40,292.73,Resolved,False,True,325.15,5.00
TCK-10778,2026-05-20T18:24:00,Technical,Normal,Phone,Free,106.04,1067.40,Resolved,False,False,,4.00
TCK-10779,2026-04-07T15:06:00,Billing,High,Email,Free,69.39,384.56,Resolved,False,False,,4.00
TCK-10780,2026-03-02T18:47:00,Billing,Normal,Email,Free,55.91,570.98,Pending,False,False,,3.00
TCK-10781,2026-03-15T10:12:00,Technical,Normal,Web,Pro,48.67,295.48,Open,False,False,,3.00
TCK-10782,2026-02-20T18:37:00,Billing,High,Email,Free,81.92,435.88,Resolved,False,False,,
TCK-10783,2026-05-13T16:19:00,Account,Normal,Chat,Enterprise,54.08,211.77,Closed,False,False,,5.00
TCK-10784,2026-07-20T16:11:00,Technical,Normal,Email,Pro,76.95,362.64,Open,False,False,,5.00
TCK-10785,2025-11-26T12:07:00,Billing,Low,Chat,Enterprise,41.04,113.86,Closed,False,False,,4.00
TCK-10786,2026-06-26T15:57:00,Shipping,High,Web,Pro,141.43,742.32,Closed,False,False,,3.00
TCK-10787,2026-02-11T10:39:00,Technical,High,Email,Free,83.25,1015.52,Closed,True,False,,
TCK-10788,2026-06-17T16:23:00,Billing,Normal,Chat,Free,79.42,460.32,Resolved,False,True,10.70,4.00
TCK-10789,2025-12-25T16:14:00,Technical,High,Chat,Free,65.37,691.21,Resolved,False,False,,5.00
TCK-10790,2025-08-22T15:10:00,Shipping,Normal,Email,Pro,59.16,205.49,Resolved,False,False,,5.00
TCK-10791,2026-02-04T13:18:00,Other,High,Chat,Pro,,260.52,Closed,False,False,,5.00
TCK-10792,2026-01-15T16:38:00,Other,Normal,Email,Free,23.32,114.15,Open,False,False,,4.00
TCK-10793,2026-05-17T19:17:00,Account,Normal,Email,Free,37.25,140.77,Open,False,False,,3.00
TCK-10794,2026-02-01T11:19:00,Other,Normal,Phone,Free,19.46,89.73,Closed,False,False,,4.00
TCK-10795,2026-07-25T13:54:00,Returns,Normal,Email,Enterprise,53.82,571.41,Open,False,True,280.98,5.00
TCK-10796,2025-08-09T17:12:00,Other,Urgent,Web,Free,61.08,553.55,Closed,True,False,,
TCK-10797,2025-08-15T10:17:00,Returns,Urgent,Web,Enterprise,184.78,1340.33,Closed,False,True,309.83,
TCK-10798,2026-03-31T10:04:00,Technical,Normal,Web,Free,47.98,293.66,Resolved,False,False,,4.00
TCK-10799,2025-09-21T07:59:00,Shipping,Normal,Phone,Pro,47.09,303.20,Closed,False,False,,4.00
